sonnet_num,line,neg,neu,pos,compound,Verbs,Nouns,Adverbs,Corpus
40.0,"Take all my loves, my love, yea, take them all,
What hast thou then more than thou hadst before?
No love, my love, that thou mayst true love call,
All mine was thine, before thou hadst this more.
Then if for my love thou my love receivest,
I cannot blame thee for my love thou usest,
But yet be blam'd, if thou this self deceivest
By willful taste of what thyself refusest.
I do forgive thy robb'ry, gentle thief,
Although thou steal thee all my poverty;
And yet love knows it is a greater grief
To bear love's wrong than hate's known injury.
Lascivious grace, in whom all ill well shows,
Kill me with spites, yet we must not be foes.",0.224,0.504,0.272,0.3895,take take can blame deceivest forgive steal know bear know show kill must,love love hast love love love call mine love love receivest love self taste robb'ry thief poverty love grief love hate injury grace spite foe,then before then yet yet well,love love yea hast thou thou hadst love love thou mayst true love thine thou hadst love thou love receivest blame thee love thou usest blam d thou self deceivest willful taste thyself refusest forgive thy robb ry gentle thief thou steal thee poverty love know great grief bear love wrong hate know injury lascivious grace ill show kill spite foe 
41.0,"Those pretty wrongs that liberty commits
When I am sometime absent from thy heart,
Thy beauty and thy years full well befits,
For still temptation follows where thou art.
Gentle thou art, and therefore to be won,
Beauteous thou art, therefore to be assailed;
And when a woman woos, what woman's son
Will sourly leave her till she have prevailed?
Ay me, but yet thou mightst my seat forbear,
And chide thy beauty and thy straying youth,
Who lead thee in their riot even there
Where thou art forc'd to break a twofold truth:
Hers by thy beauty tempting her to thee,
Thine by thy beauty being false to me.",0.045,0.697,0.258,0.9786,commit follow win assail woo Will leave prevail chide stray lead break tempt,wrong liberty heart beauty year befit temptation art art woman woman son seat beauty youth riot truth her beauty beauty,when sometime still where therefore therefore when sourly yet even there where,pretty wrong liberty commit absent thy heart Thy beauty thy year befit temptation follow thou art Gentle thou art win Beauteous thou art assail woman woo woman son sourly leave till prevail ay thou mightst seat forbear chide thy beauty thy stray youth lead thee riot thou art forc d break twofold truth thy beauty tempt thee Thine thy beauty false 
42.0,"That thou hast her, it is not all my grief,
And yet it may be said I lov'd her dearly;
That she hath thee is of my wailing chief,
A loss in love that touches me more nearly.
Loving offenders, thus I will excuse ye:
Thou dost love her because thou know'st I love her,
And for my sake even so doth she abuse me,
Suff'ring my friend for my sake to approve her.
If I lose thee, my loss is my love's gain,
And losing her, my friend hath found that loss;
Both find each other, and I lose both twain,
And both for my sake lay on me this cross.
But here's the joy, my friend and I are one;
Sweet flattery! Then she loves but me alone.",0.111,0.624,0.265,0.9789,hast may say lov'd wail touch will excuse dost love love abuse suff're approve lose lose find find lose lie love,grief chief loss love offender sake friend sake loss love gain friend loss twain sake cross joy friend flattery,yet dearly more nearly thus even so here then,thou hast grief say lov d dearly hath thee wail chief loss love touch nearly Loving offender excuse ye Thou dost love thou know st love sake doth abuse suff re friend sake approve lose thee loss love gain lose friend hath find loss find lose twain sake lie cross joy friend sweet flattery love 
43.0,"When most I wink, then do mine eyes best see,
For all the day they view things unrespected,
But when I sleep, in dreams they look on thee,
And darkly bright, are bright in dark directed.
Then thou, whose shadow shadows doth make bright,
How would thy shadow's form form happy show
To the clear day with thy much clearer light,
When to unseeing eyes thy shade shines so!
How would (I say) mine eyes be blessed made
By looking on thee in the living day,
When in dead night thy fair imperfect shade
Through heavy sleep on sightless eyes doth stay!
All days are nights to see till I see thee,
And nights bright days when dreams do show thee me.",0.057,0.681,0.262,0.986,wink see view sleep look direct shadow make would thy shine would say bless make look live stay see see show thee,eye day thing dream shadow doth shadow form form show day light eye shade mine eye day night imperfect shade sleep sightless eye day night night day dream,when then best when darkly then how much when so how when when,wink eye best day view thing unrespected sleep dream look thee darkly bright bright dark direct thou shadow shadow doth bright thy shadow form form happy clear day thy clear light unseeing eye thy shade shine eye bless look thee live day dead night thy fair imperfect shade heavy sleep sightless eye doth stay day night till thee night bright day dream thee 
44.0,"If the dull substance of my flesh were thought,
Injurious distance should not stop my way,
For then despite of space I would be brought,
From limits far remote, where thou dost stay.
No matter then although my foot did stand
Upon the farthest earth remov'd from thee,
For nimble thought can jump both sea and land
As soon as think the place where he would be.
But ah, thought kills me that I am not thought,
To leap large lengths of miles when thou art gone,
But that, so much of earth and water wrought,
I must attend time's leisure with my moan,
Receiving nought by elements so slow
But heavy tears, badges of either's woe.",0.125,0.855,0.02,-0.9194,think should stop would bring stand remov'd can jump think would think kill think leap go work must attend receive,substance flesh distance way space limit stay foot earth thought sea land place length mile earth water time leisure moan nought element tear badge woe,then far where no matter then as soon where when so so,dull substance flesh think injurious distance stop way despite space bring limit far remote thou dost stay matter foot stand farth earth remov d thee nimble thought jump sea land soon think place ah think kill think leap large length mile thou art go earth water work attend time leisure moan receive nought element slow heavy tear badge woe 
45.0,"The other two, slight air and purging fire,
Are both with thee, where ever I abide;
The first my thought, the other my desire,
These present-absent with swift motion slide.
For when these quicker elements are gone
In tender embassy of love to thee,
My life being made of four, with two alone
Sinks down to death, oppress'd with melancholy;
Until live's composition be recured
By those swift messengers return'd from thee,
Who even but now come back again, assured
Of thy fair health, recounting it to me.
This told, I joy, but then no longer glad,
I send them back again and straight grow sad.",0.114,0.69,0.196,0.8873,abide go make recur come assure recount tell joy send grow,air purging fire thought desire present motion slide element embassy love life sink death composition messenger health,where ever when alone down even now back again then no longer back again straight, slight air purging fire thee abide thought desire present absent swift motion slide quick element go tender embassy love thee life sink death oppress d melancholy live composition recur swift messenger return d thee come assure thy fair health recount tell joy longer glad send straight grow sad 
46.0,"Mine eye and heart are at a mortal war,
How to divide the conquest of thy sight:
Mine eye my heart thy picture's sight would bar,
My heart mine eye the freedom of that right.
My heart doth plead that thou in him dost lie
(A closet never pierc'd with crystal eyes),
But the defendant doth that plea deny,
And says in him thy fair appearance lies.
To 'cide this title is impanelled
A quest of thoughts, all tenants to the heart,
And by their verdict is determined
The clear eye's moiety and the dear heart's part--
As thus: mine eye's due is thy outward part,
And my heart's right thy inward love of heart.",0.069,0.77,0.161,0.9062,divide would bar dost pierc'd say lie cide impanel determine,eye heart war conquest sight eye heart picture sight heart mine eye freedom right heart doth plead lie closet crystal eye defendant doth plea deny appearance title quest thought tenant heart verdict eye moiety heart part-- eye part heart thy love heart,how never as thus,eye heart mortal war divide conquest thy sight eye heart thy picture sight bar heart eye freedom right heart doth plead thou dost lie closet pierc d crystal eye defendant doth plea deny say thy fair appearance lie cide title impanel quest thought tenant heart verdict determine clear eye moiety dear heart part eye thy outward heart right thy inward love heart 
47.0,"Betwixt mine eye and heart a league is took,
And each doth good turns now unto the other:
When that mine eye is famish'd for a look,
Or heart in love with sighs himself doth smother,
With my love's picture then my eye doth feast,
And to the painted banquet bids my heart;
Another time mine eye is my heart's guest,
And in his thoughts of love doth share a part.
So either by thy picture or my love,
Thyself away are present still with me,
For thou not farther than my thoughts canst move,
And I am still with them, and they with thee;
Or if they sleep, thy picture in my sight
Awakes my heart to heart's and eye's delight.",0.021,0.82,0.16,0.9628,take turn paint share sleep awake,mine eye heart league doth mine eye famish'd look heart love sigh doth smother love picture eye doth feast banquet bid heart time eye heart guest thought love doth part picture love thought canst move picture sight heart heart eye delight,now when then so away still still,Betwixt eye heart league take doth good turn unto eye famish d look heart love sigh doth smother love picture eye doth feast paint banquet bid heart time eye heart guest thought love doth share thy picture love Thyself away present thou farth thought canst thee sleep thy picture sight awake heart heart eye delight 
48.0,"How careful was I, when I took my way,
Each trifle under truest bars to thrust,
That to my use it might unused stay
From hands of falsehood, in sure wards of trust!
But thou, to whom my jewels trifles are,
Most worthy comfort, now my greatest grief,
Thou best of dearest, and mine only care,
Art left the prey of every vulgar thief.
Thee have I not lock'd up in any chest,
Save where thou art not, though I feel thou art,
Within the gentle closure of my breast,
From whence at pleasure thou mayst come and part,
And even thence thou wilt be stol'n, I fear,
For truth proves thievish for a prize so dear.",0.077,0.54,0.383,0.9949,take thrust may unused stay leave lock'd feel come thence stol'n fear prove,way trifle bar use hand falsehood ward trust jewel trifle comfort grief care prey thief chest art closure breast whence part truth thievish prize,how when now where even so,careful take way trifle truest bar thrust use unused stay hand falsehood sure ward trust thou jewel trifle worthy comfort great grief Thou good dear care Art leave prey vulgar thief Thee lock d chest Save thou art feel thou art gentle closure breast pleasure thou mayst come thou wilt stol n fear truth prove thievish prize dear 
49.0,"Against that time (if ever that time come)
When I shall see thee frown on my defects,
When as thy love hath cast his utmost sum,
Call'd to that audit by advis'd respects;
Against that time when thou shalt strangely pass,
And scarcely greet me with that sun, thine eye,
When love converted from the thing it was
Shall reasons find of settled gravity:
Against that time do I insconce me here
Within the knowledge of mine own desert,
And this my hand against myself uprear,
To guard the lawful reasons on thy part.
To leave poor me thou hast the strength of laws,
Since why to love I can allege no cause.",0.086,0.738,0.176,0.9314,come shall see love cast pass greet convert find settle insconce guard leave hast love can allege,time time defect hath sum audit respect time sun thine eye love thing reason gravity time knowledge desert hand reason part strength law cause,ever when when when strangely scarcely when here why,time time come shall thee frown defect thy love hath cast utmost sum call d audit advis d respect time thou shalt strangely pass scarcely greet sun thine eye love convert thing Shall reason find settle gravity time insconce knowledge desert hand uprear guard lawful reason thy leave poor thou hast strength law love allege cause 
50.0,"How heavy do I journey on the way,
When what I seek (my weary travel's end)
Doth teach that ease and that repose to say,
""Thus far the miles are measur'd from thy friend.""
The beast that bears me, tired with my woe,
Plods dully on, to bear that weight in me,
As if by some instinct the wretch did know
His rider lov'd not speed, being made from thee.
The bloody spur cannot provoke him on,
That sometimes anger thrusts into his hide,
Which heavily he answers with a groan,
More sharp to me than spurring to his side,
For that same groan doth put this in my mind:
My grief lies onward and my joy behind.",0.178,0.759,0.063,-0.9279,journey seek teach repose say bear bear know make can provoke answer spur put lie,way travel end ease mile friend beast woe weight instinct wretch rider lov'd speed spur anger thrust hide groan side doth mind grief joy,how when thus far dully on sometimes heavily more behind,heavy journey way seek weary travel end Doth teach ease repose far mile measur d thy friend beast bear tired woe Plods dully bear weight instinct wretch know rider lov d speed thee bloody spur provoke anger thrust hide heavily answer groan sharp spur groan doth mind grief lie onward joy 
51.0,"Thus can my love excuse the slow offense
Of my dull bearer, when from thee I speed:
From where thou art, why should I haste me thence?
Till I return, of posting is no need.
O, what excuse will my poor beast then find,
When swift extremity can seem but slow?
Then should I spur though mounted on the wind,
In winged speed no motion shall I know.
Then can no horse with my desire keep pace;
Therefore desire (of perfect'st love being made)
Shall neigh (no dull flesh) in his fiery race,
But love, for love, thus shall excuse my jade:
Since from thee going he went willful-slow,
Towards thee I'll run, and give him leave to go.",0.139,0.641,0.22,0.9438,can excuse speed should haste thence return will find can seem should spur mount wing shall know can keep make Shall neigh shall excuse go go will run give leave go,love offense bearer posting need excuse beast extremity wind speed motion horse desire pace desire flesh race love love jade,thus when where why then when then then therefore thus,love excuse slow offense dull bearer thee speed thou art haste till return posting need o excuse poor beast find swift extremity slow spur mount wind wing speed motion shall know horse desire pace desire perfect st love Shall neigh dull flesh fiery race love love shall excuse jade thee go go willful slow thee run leave 
52.0,"So am I as the rich whose blessed key
Can bring him to his sweet up-locked treasure,
The which he will not ev'ry hour survey,
For blunting the fine point of seldom pleasure.
Therefore are feasts so solemn and so rare,
Since seldom coming, in the long year set,
Like stones of worth they thinly placed are,
Or captain jewels in the carcanet.
So is the time that keeps you as my chest,
Or as the wardrobe which the robe doth hide,
To make some special instant special blest,
By new unfolding his imprison'd pride.
Blessed are you whose worthiness gives scope,
Being had, to triumph, being lack'd, to hope.",0.047,0.666,0.287,0.9851,bless Can bring lock will ev'ry blunt come place keep make unfold give triumph hope,key treasure hour survey point pleasure feast year set stone captain jewel carcanet time chest wardrobe robe doth blest pride worthiness scope,so up therefore so so seldom thinly so,rich bless key bring sweet lock treasure ev ry hour survey blunt fine point seldom pleasure feast solemn rare seldom come long year set like stone worth thinly place captain jewel carcanet time keep chest wardrobe robe doth hide special instant special blest new unfold imprison d pride Blessed worthiness give scope triumph lack d hope 
53.0,"What is your substance, whereof are you made,
That millions of strange shadows on you tend?
Since every one hath, every one, one shade,
And you, but one, can every shadow lend:
Describe Adonis, and the counterfeit
Is poorly imitated after you;
On Helen's cheek all art of beauty set,
And you in Grecian tires are painted new;
Speak of the spring and foison of the year,
The one doth shadow of your beauty show,
The other as your bounty doth appear,
And you in every blessed shape we know.
In all external grace you have some part,
But you like none, none you, for constant heart.",0.011,0.807,0.181,0.9758,make tend can lend imitate paint speak appear know,substance million shadow hath shade shadow counterfeit cheek art beauty set tire spring foison year doth shadow beauty show bounty doth shape grace part none none heart,poorly,substance whereof million strange shadow tend hath shade shadow lend Describe Adonis counterfeit poorly imitate Helen cheek art beauty set grecian tire paint new speak spring foison year doth shadow beauty bounty doth appear blessed shape know external grace like constant heart 
54.0,"O how much more doth beauty beauteous seem
By that sweet ornament which truth doth give!
The rose looks fair, but fairer we it deem
For that sweet odor which doth in it live.
The canker-blooms have full as deep a dye
As the perfumed tincture of the roses,
Hang on such thorns, and play as wantonly,
When summer's breath their masked buds discloses;
But for their virtue only is their show,
They live unwoo'd, and unrespected fade,
Die to themselves. Sweet roses do not so,
Of their sweet deaths are sweetest odors made:
And so of you, beauteous and lovely youth,
When that shall vade, by verse distills your truth.",0.037,0.665,0.298,0.9884,seem give look fairer deem live hang play mask live die make shall vade,beauty beauteous ornament truth doth canker bloom dye tincture rose thorn summer breath bud disclose virtue show unwoo'd fade rose death odor youth verse distill truth,how much wantonly when only so so when,o doth beauty beauteous sweet ornament truth doth rose look fair fairer deem sweet odor doth live canker bloom deep dye perfumed tincture rose hang thorn play wantonly summer breath mask bud disclose virtue live unwoo d unrespected fade die sweet rose sweet death sweetest odor beauteous lovely youth shall vade verse distill truth 
55.0,"Not marble nor the gilded monuments
Of princes shall outlive this pow'rful rhyme,
But you shall shine more bright in these contents
Than unswept stone, besmear'd with sluttish time.
When wasteful war shall statues overturn,
And broils root out the work of masonry,
Nor Mars his sword nor war's quick fire shall burn
The living record of your memory.
'Gainst death and all-oblivious enmity
Shall you pace forth; your praise shall still find room,
Even in the eyes of all posterity
That wear this world out to the ending doom.
So till the judgement that yourself arise,
You live in this, and dwell in lovers' eyes.",0.139,0.726,0.135,-0.352,shall outlive shall shine besmear'd shall statue root shall burn live Shall pace shall find wear end arise live,marble monument prince rhyme content stone time war overturn broil work masonry sword war fire record memory death enmity praise room eye posterity world doom judgement dwell lover eye,more when all forth still even so,marble gilded monument prince shall outlive pow rful rhyme shall shine bright content unswept stone besmear d sluttish time wasteful war shall statue overturn broil root work masonry Mars sword war quick fire shall burn live record memory Gainst death oblivious enmity Shall pace forth praise shall find room eye posterity wear world end doom till judgement arise live dwell lover eye 
56.0,"Sweet love, renew thy force, be it not said
Thy edge should blunter be than appetite,
Which but to-day by feeding is allay'd,
To-morrow sharp'ned in his former might.
So, love, be thou: although to-day thou fill
Thy hungry eyes even till they wink with fullness,
Tomorrow see again, and do not kill
The spirit of love with a perpetual dullness:
Let this sad int'rim like the ocean be
Which parts the shore, where two contracted new
Come daily to the banks, that when they see
Return of love, more blest may be the view;
As call it winter, which being full of care,
Makes summer's welcome thrice more wish'd, more rare.",0.062,0.675,0.264,0.9868,renew say should blunter feed sharp'ne fill wink see kill let part contract come see may call make,love force edge day morrow might love day eye fullness tomorrow spirit love dullness int'rim ocean shore bank love blest view winter care summer welcome thrice wish'd,so even again where daily when more more more,sweet love renew thy force say Thy edge blunter appetite day feed allay d morrow sharp ne love thou day thou fill Thy hungry eye till wink fullness tomorrow kill spirit love perpetual dullness let sad int rim like ocean part shore contract new come daily bank Return love blest view winter care make summer welcome thrice wish d rare 
57.0,"Being your slave, what should I do but tend
Upon the hours and times of your desire?
I have no precious time at all to spend,
Nor services to do, till you require.
Nor dare I chide the world-without-end hour,
Whilst I, my sovereign, watch the clock for you,
Nor think the bitterness of absence sour,
When you have bid your servant once adieu .
Nor dare I question with my jealous thought
Where you may be, or your affairs suppose,
But like a sad slave stay and think of nought
Save where you are how happy you make those.
So true a fool is love that in your will
(Though you do any thing) he thinks no ill.",0.141,0.634,0.225,0.9441,should tend spend require dare chide watch think bid adieu dare question may suppose think make think,slave hour time desire time service world end hour clock bitterness absence servant thought affair slave stay nought fool love will thing,at all when once where where how so,slave tend hour time desire precious time spend service till require dare chide world end hour Whilst sovereign watch clock think bitterness absence sour bid servant adieu dare question jealous thought affair suppose like sad slave stay think nought Save happy true fool love thing think ill 
58.0,"That god forbid that made me first your slave
I should in thought control your times of pleasure,
Or at your hand th' account of hours to crave,
Being your vassal bound to stay your leisure.
O, let me suffer (being at your beck)
Th' imprison'd absence of your liberty,
And patience, tame to sufferance, bide each check,
Without accusing you of injury.
Be where you list, your charter is so strong,
That you yourself may privilege your time
To what you will, to you it doth belong
Your self to pardon of self-doing crime.
I am to wait, though waiting so be hell,
Not blame your pleasure, be it ill or well.",0.137,0.65,0.213,0.8409,forbid make should control crave bind stay let suffer sufferance bide accuse list may privilege will belong pardon do wait wait blame,slave thought time pleasure hand account hour vassal leisure beck th absence liberty patience check injury charter time self self crime hell pleasure,first where so doth so well,god forbid slave thought control time pleasure hand th account hour crave vassal bind stay leisure o let suffer beck th imprison d absence liberty patience tame sufferance bide check accuse injury list charter strong privilege time doth belong self pardon self crime wait wait hell blame pleasure ill 
59.0,"If there be nothing new, but that which is
Hath been before, how are our brains beguil'd,
Which laboring for invention bear amiss
The second burden of a former child!
O that record could with a backward look,
Even of five hundreth courses of the sun,
Show me your image in some antique book,
Since mind at first in character was done!
That I might see what the old world could say
To this composed wonder of your frame,
Whether we are mended, or whe'er better they,
Or whether revolution be the same.
O, sure I am the wits of former days
To subjects worse have given admiring praise.",0.066,0.805,0.129,0.8264,labor could show do may see could say compose mend give admire,brain invention bear burden child o record look course sun image book mind character world wonder frame revolution wit day subject praise,before how even first better,new Hath brain beguil d labor invention bear amiss second burden child o record backward look hundreth course sun image antique book mind character old world compose wonder frame mend whe er better revolution o sure wit day subject bad give admire praise 
60.0,"Like as the waves make towards the pibbled shore,
So do our minutes hasten to their end,
Each changing place with that which goes before,
In sequent toil all forwards do contend.
Nativity, once in the main of light,
Crawls to maturity, wherewith being crown'd,
Crooked eclipses 'gainst his glory fight,
And Time that gave doth now his gift confound.
Time doth transfix the flourish set on youth,
And delves the parallels in beauty's brow,
Feeds on the rarities of nature's truth,
And nothing stands but for his scythe to mow:
And yet to times in hope my verse shall stand,
Praising thy worth, despite his cruel hand.",0.042,0.77,0.189,0.9478,make pibble hasten change go contend crown'd give set delve feed stand mow shall stand praise,wave shore minute end place toil main light crawl maturity wherewith eclipse glory fight doth gift confound doth transfix youth parallel beauty brow rarity nature truth scythe time hope verse worth hand,so before forwards once now yet,like wave pibble shore minute hasten end change place go sequent toil forwards contend Nativity main light crawl maturity wherewith crown d crooked eclipse gainst glory fight Time give doth gift confound Time doth transfix flourish set youth delve parallel beauty brow feed rarity nature truth stand scythe mow time hope verse shall stand praise thy worth despite cruel hand 
61.0,"Is it thy will thy image should keep open
My heavy eyelids to the weary night?
Dost thou desire my slumbers should be broken,
While shadows like to thee do mock my sight?
Is it thy spirit that thou send'st from thee
So far from home into my deeds to pry,
To find out shames and idle hours in me,
The scope and tenure of thy jealousy?
O no, thy love, though much, is not so great,
It is my love that keeps mine eye awake,
Mine own true love that doth my rest defeat,
To play the watchman ever for thy sake.
For thee watch I, whilst thou dost wake elsewhere,
From me far off, with others all too near.",0.147,0.686,0.167,0.5996,will thy should keep desire should break mock find keep doth play wake,image eyelid night slumber shadow sight spirit home deed shame hour scope tenure jealousy love love eye mine love rest defeat watchman sake thee watch other,so far so ever elsewhere far off all too near,thy thy image open heavy eyelid weary night Dost thou desire slumber break shadow like thee mock sight thy spirit thou send st thee far home deed pry find shame idle hour scope tenure thy jealousy o thy love great love keep eye awake true love doth rest defeat play watchman thy sake thee watch whilst thou dost wake far near 
62.0,"Sin of self-love possesseth all mine eye,
And all my soul, and all my every part;
And for this sin there is no remedy,
It is so grounded inward in my heart.
Methinks no face so gracious is as mine,
No shape so true, no truth of such account,
And for myself mine own worth do define,
As I all other in all worths surmount.
But when my glass shows me myself indeed,
Beated and chopp'd with tann'd antiquity,
Mine own self-love quite contrary I read;
Self so self-loving were iniquity.
'Tis thee (myself) that for myself I praise,
Painting my age with beauty of thy days.",0.093,0.759,0.147,0.8591,ground define show chopp'd read love praise paint,sin self love possesseth eye soul part sin remedy heart face mine shape truth account worth worth surmount glass antiquity mine self love self iniquity thee age beauty thy day,so inward so so when indeed quite so,sin self love possesseth eye soul sin remedy ground inward heart Methinks face gracious shape true truth account worth define worth surmount glass show Beated chopp d tann d antiquity self love contrary read Self self love iniquity Tis thee praise paint age beauty thy day 
63.0,"Against my love shall be as I am now
With Time's injurious hand crush'd and o'erworn,
When hours have drain'd his blood and fill'd his brow
With lines and wrinkles, when his youthful morn
Hath travell'd on to age's steepy night,
And all those beauties whereof now he's king
Are vanishing, or vanish'd out of sight,
Stealing away the treasure of his spring;
For such a time do I now fortify
Against confounding age's cruel knife,
That he shall never cut from memory
My sweet love's beauty, though my lover's life.
His beauty shall in these black lines be seen,
And they shall live, and he in them still green.",0.057,0.732,0.211,0.9596,shall fill'd whereof vanish steal fortify confound shall cut shall see shall live,love hand hour drain'd blood brow line wrinkle morn age night beauty king vanish'd sight treasure spring time age knife memory love beauty lover life beauty line,now when when now away now never still,love shall Time injurious hand crush d o erworn hour drain d blood fill d brow line wrinkle youthful morn Hath travell d age steepy night beauty whereof king vanish vanish d sight steal away treasure spring time fortify confound age cruel knife shall cut memory sweet love beauty lover life beauty shall black line see shall live green 
64.0,"When I have seen by Time's fell hand defaced
The rich proud cost of outworn buried age;
When sometime lofty towers I see down rased,
And brass eternal slave to mortal rage;
When I have seen the hungry ocean gain
Advantage on the kingdom of the shore,
And the firm soil win of the wat'ry main,
Increasing store with loss, and loss with store;
When I have seen such interchange of state,
Or state itself confounded to decay,
Ruin hath taught me thus to ruminate,
That Time will come and take my love away.
This thought is as a death, which cannot choose
But weep to have that which it fears to lose.",0.15,0.704,0.146,-0.1035,see deface bury lofty see rase brass see gain increase see confound decay teach ruminate will come take can choose weep fear lose,hand cost outworn age tower slave rage kingdom shore soil win store loss loss store interchange state state love thought death,when when sometime down when when thus away,see Time fell hand deface rich proud cost outworn bury age lofty tower rase brass eternal slave mortal rage see hungry ocean gain Advantage kingdom shore firm soil win wat ry main increase store loss loss store see interchange state state confound decay Ruin hath teach ruminate Time come love away thought death choose weep fear lose 
65.0,"Since brass, nor stone, nor earth, nor boundless sea,
But sad mortality o'ersways their power,
How with this rage shall beauty hold a plea,
Whose action is no stronger than a flower?
O how shall summer's honey breath hold out
Against the wrackful siege of batt'ring days,
When rocks impregnable are not so stout,
Nor gates of steel so strong, but Time decays?
O fearful meditation! Where, alack,
Shall Time's best jewel from Time's chest lie hid?
Or what strong hand can hold his swift foot back?
Or who his spoil of beauty can forbid?
O none, unless this miracle have might,
That in black ink my love may still shine bright.",0.16,0.503,0.337,0.9896,shall hold shall hold hide can hold can forbid may may shine,brass stone earth sea mortality power rage beauty plea action flower summer honey breath siege batt'ring day rock gate steel time decay meditation jewel chest lie hand foot spoil beauty none miracle ink love,how how when so so where alack back still,brass stone earth boundless sea sad mortality o ersways power rage shall beauty hold plea action strong flower o shall summer honey breath hold wrackful siege batt ring day rock impregnable stout gate steel strong time decay o fearful meditation alack Shall Time good jewel Time chest lie hide strong hand hold swift foot spoil beauty forbid o miracle black ink love shine bright 
66.0,"Tir'd with all these, for restful death I cry:
As to behold desert a beggar born,
And needy nothing trimm'd in jollity,
And purest faith unhappily forsworn,
And gilded honor shamefully misplac'd,
And maiden virtue rudely strumpeted,
And right perfection wrongfully disgrac'd,
And strength by limping sway disabled,
And art made tongue-tied by authority,
And folly (doctor-like) controlling skill,
And simple truth miscall'd simplicity,
And captive good attending captain ill:
Tir'd with all these, from these would I be gone,
Save that to die, I leave my love alone.",0.244,0.501,0.255,0.3544,cry bear trimm'd forswear gild misplac'd strumpete limp make tie control attend would go save die leave,death behold desert beggar jollity faith honor virtue perfection strength art tongue authority doctor skill truth miscall'd simplicity captain love,unhappily shamefully rudely wrongfully ill alone,tir d restful death cry behold desert beggar bear needy trimm d jollity pure faith unhappily forswear gild honor shamefully misplac d maiden virtue rudely strumpete right perfection wrongfully disgrac d strength limp sway disabled art tongue tie authority folly doctor like control skill simple truth miscall d simplicity captive good attend captain ill Tir d go save die leave love 
67.0,"Ah, wherefore with infection should he live,
And with his presence grace impiety,
That sin by him advantage should achieve,
And lace itself with his society?
Why should false painting imitate his cheek,
And steal dead seeing of his living hue?
Why should poor beauty indirectly seek
Roses of shadow, since his rose is true?
Why should he live, now Nature bankrout is,
Beggar'd of blood to blush through lively veins,
For she hath no exchequer now but his,
And proud of many, lives upon his gains?
O, him she stores, to show what wealth she had
In days long since, before these last so bad.",0.131,0.709,0.16,0.4259,should live should achieve lace should imitate steal live should seek should live blush hath live store show,infection presence grace impiety sin advantage society painting cheek seeing hue beauty rose shadow rose bankrout blood vein exchequer gain wealth day,why why indirectly why now now long since so,ah wherefore infection live presence grace impiety sin advantage achieve lace society false painting imitate cheek steal dead seeing live hue poor beauty indirectly seek rose shadow rose true live Nature bankrout Beggar d blood blush lively vein hath exchequer proud live gain o store wealth day long bad 
68.0,"Thus is his cheek the map of days outworn,
When beauty liv'd and died as flowers do now,
Before these bastard signs of fair were born,
Or durst inhabit on a living brow;
Before the golden tresses of the dead,
The right of sepulchres, were shorn away,
To live a second life on second head;
Ere beauty's dead fleece made another gay:
In him those holy antique hours are seen,
Without all ornament, itself and true,
Making no summer of another's green,
Robbing no old to dress his beauty new,
And him as for a map doth Nature store,
To show false Art what beauty was of yore.",0.154,0.72,0.126,-0.5574,die bear inhabit live shorn live make see make rob dress show,cheek map day beauty liv'd flower sign brow tress right sepulchre life head beauty fleece gay hour ornament summer beauty map doth nature store art beauty yore,thus when now durst away,cheek map day outworn beauty liv d die flower bastard sign fair bear durst inhabit live brow golden tress dead right sepulchre shorn away live second life second head Ere beauty dead fleece gay holy antique hour see ornament true make summer green rob old dress beauty new map doth nature store false art beauty yore 
69.0,"Those parts of thee that the world's eye doth view
Want nothing that the thought of hearts can mend;
All tongues (the voice of souls) give thee that due,
Utt'ring bare truth, even so as foes commend.
Thy outward thus with outward praise is crown'd,
But those same tongues that give thee so thine own,
In other accents do this praise confound
By seeing farther than the eye hath shown.
They look into the beauty of thy mind,
And that in guess they measure by thy deeds,
Then, churls, their thoughts (although their eyes were kind)
To thy fair flower add the rank smell of weeds:
But why thy odor matcheth not thy show,
The soil is this, that thou dost common grow.",0.016,0.845,0.139,0.9412,want can mend give utt're commend give see show look measure thy add dost grow,part world eye doth view thought heart tongue voice soul truth foe praise tongue thine accent praise confound eye hath beauty mind guess deed churl thought eye flower rank smell weed odor show soil,even so outward thus so farther then why,part thee world eye doth view want thought heart mend tongue voice soul thee utt re bare truth foe commend Thy outward outward praise crown d tongue thee thine accent praise confound see farther eye hath show look beauty thy mind guess measure thy deed churl thought eye kind thy fair flower add rank smell weed thy odor matcheth thy soil thou dost common grow 
